30.739475412
         57638455 function calls (50957335 primitive calls) in 31.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    0.003    0.000    0.031    0.000 xsdsimpletype.py:200(value)
    11000    0.003    0.000    0.003    0.000 xsdattribute.py:66(type_)
     5000    0.003    0.000    0.026    0.000 re.py:250(compile)
     1000    0.003    0.000   12.976    0.013 finalupdate_mixin.py:23(to_string)
     1000    0.003    0.000    0.078    0.000 score.py:210(version)
     3000    0.003    0.000    0.004    0.000 xmlelement.py:135(<listcomp>)
     1000    0.003    0.000    0.231    0.000 layout.py:199(millimeters)
     1000    0.003    0.000    0.065    0.000 time.py:117(get_beats_quarter_durations)
    13000    0.003    0.000    0.003    0.000 beat.py:300(filled_quarter_duration)
     3000    0.003    0.000    0.003    0.000 part.py:190(xml_object)
    14000    0.003    0.000    0.003    0.000 midi.py:99(value)
     1000    0.003    0.000    0.688    0.001 voice.py:95(add_chord)
     1000    0.003    0.000    0.083    0.000 chord.py:94(_get_note_xml_articulations)
     1000    0.003    0.000    0.010    0.000 layout.py:341(_get_page_height)
     1000    0.003    0.000    0.162    0.000 score.py:164(system_layout)
     6000    0.003    0.000    0.003    0.000 {built-in method builtins.sorted}
     2000    0.003    0.000    0.416    0.000 accidental.py:167(_update_parent_midi)
     1000    0.003    0.000    0.003    0.000 beat.py:210(_update_tuplets)
     1000    0.003    0.000    0.012    0.000 measure.py:248(time)
     5000    0.003    0.000    0.012    0.000 time.py:36(actual_signatures)
     1000    0.003    0.000    0.691    0.001 clef.py:102(__init__)
     4000    0.003    0.000    0.005    0.000 quarterduration.py:298(quarter_duration)
     3000    0.003    0.000    0.003    0.000 midi.py:155(get_parent)
     2229    0.003    0.000    0.010    0.000 re.py:188(match)
     1000    0.003    0.000    0.004    0.000 part.py:297(get_current_measure)
     1000    0.003    0.000    0.173    0.000 layout.py:235(tenths)
     3000    0.002    0.000    0.005    0.000 xsdsimpletype.py:266(value)
     1000    0.002    0.000    0.074    0.000 chord.py:120(get_note_xml_technical)
     1000    0.002    0.000    0.153    0.000 midi.py:46(_update_pitch_or_rest)
     5000    0.002    0.000    0.002    0.000 core.py:48(<dictcomp>)
     1000    0.002    0.000    0.516    0.001 midi.py:142(add_child)
     1000    0.002    0.000    0.684    0.001 midi.py:74(accidental)
2000/1000    0.002    0.000    0.011    0.000 core.py:152(<listcomp>)
     2000    0.002    0.000    0.006    0.000 quarterduration.py:172(__le__)
     3000    0.002    0.000    0.678    0.000 layout.py:123(left)
     1000    0.002    0.000    0.067    0.000 chord.py:171(_update_xml_chord)
     1000    0.002    0.000    0.076    0.000 measure.py:233(number)
     1000    0.002    0.000    0.029    0.000 measure.py:106(_update_clef_numbers)
     1000    0.002    0.000    0.003    0.000 midi.py:92(parent_note)
     1000    0.002    0.000    0.538    0.001 staff.py:95(add_voice)
     3000    0.002    0.000    0.482    0.000 layout.py:152(right)
     1000    0.002    0.000    0.006    0.000 note.py:85(_update_xml_dots)
     1000    0.002    0.000    0.795    0.001 measure.py:303(add_chord)
     3000    0.002    0.000    0.306    0.000 layout.py:111(bottom)
     2000    0.002    0.000    0.003    0.000 chord.py:237(is_rest)
     1000    0.002    0.000    0.999    0.001 score.py:84(page_layout)
     1000    0.002    0.000    0.007    0.000 layout.py:299(orientation)
     3000    0.002    0.000    0.313    0.000 layout.py:164(top)
     1000    0.002    0.000    0.008    0.000 layout.py:345(_get_page_width)
     1000    0.002    0.000    0.002    0.000 part.py:320(set_current_measure)
     2000    0.002    0.000    0.089    0.000 accidental.py:171(_update_xml_object)
     1000    0.002    0.000    0.007    0.000 layout.py:328(size)
     1000    0.002    0.000    0.850    0.001 chord.py:73(<listcomp>)
     1000    0.002    0.000    0.076    0.000 note.py:133(_update_xml_staff)
     1000    0.002    0.000    0.014    0.000 accidental.py:205(mode)
     3000    0.002    0.000    0.003    0.000 measure.py:208(<listcomp>)
     2000    0.002    0.000    0.013    0.000 staff.py:37(clef)
     1000    0.002    0.000    0.003    0.000 contextlib.py:123(__exit__)
     1000    0.002    0.000    0.011    0.000 beat.py:263(_update_note_beams)
     1000    0.002    0.000    0.331    0.000 part.py:115(_update_name)
     1000    0.002    0.000    0.014    0.000 beat.py:191(_split_not_writable)
     3000    0.002    0.000    0.003    0.000 xsdsimpletype.py:245(value)
     1000    0.002    0.000    0.003    0.000 time.py:121(<listcomp>)
     5000    0.002    0.000    0.003    0.000 quarterduration.py:111(<genexpr>)
     1000    0.002    0.000    0.006    0.000 part.py:162(name)
     1000    0.002    0.000    0.005    0.000 part.py:18(__init__)
     1000    0.002    0.000    0.010    0.000 chord.py:225(_update_tie)
     2000    0.002    0.000    0.002    0.000 key.py:49(xml_object)
     3000    0.002    0.000    0.002    0.000 quarterduration.py:34(denominator)
     1000    0.002    0.000    0.010    0.000 note.py:289(get_voice_number)
     1000    0.002    0.000    0.003    0.000 part.py:38(value)
     1000    0.002    0.000    0.043    0.000 staff.py:54(number)
     1000    0.002    0.000    0.006    0.000 contextlib.py:261(helper)
     1000    0.002    0.000    0.155    0.000 midi.py:103(value)
     1000    0.002    0.000    0.007    0.000 chord.py:458(get_staff_number)
     1000    0.002    0.000    0.013    0.000 quarterduration.py:98(_check_for_exception)
     1000    0.002    0.000    0.947    0.001 chord.py:205(_update_notes_quarter_duration)
     1000    0.002    0.000    0.017    0.000 note.py:348(update_dots)
     1000    0.002    0.000    0.786    0.001 score.py:99(scaling)
     1000    0.002    0.000    0.006    0.000 tree.py:248(remove)
     1000    0.002    0.000    0.006    0.000 chord.py:501(<setcomp>)
     7000    0.002    0.000    0.002    0.000 chord.py:248(midis)
     3000    0.002    0.000    0.002    0.000 xmlelement.py:132(<listcomp>)
     2000    0.002    0.000    0.002    0.000 {built-in method builtins.round}
     9000    0.002    0.000    0.002    0.000 midi.py:70(accidental)
     7000    0.002    0.000    0.002    0.000 layout.py:46(parent)
     1000    0.002    0.000    0.344    0.000 key.py:32(fifths)
     1000    0.002    0.000    0.009    0.000 note.py:283(get_staff_number)
     2000    0.001    0.000    0.002    0.000 layout.py:184(_update_score)
     4000    0.001    0.000    0.001    0.000 staff.py:43(number)
     1000    0.001    0.000    0.006    0.000 clef.py:76(show)
     1000    0.001    0.000    0.003    0.000 measure.py:199(<setcomp>)
     1000    0.001    0.000    0.002    0.000 util.py:66(lcm)
     1000    0.001    0.000    0.008    0.000 chord.py:464(get_voice_number)
     1000    0.001    0.000    0.003    0.000 numbers.py:283(__float__)
     1000    0.001    0.000    0.001    0.000 chord.py:76(_update_xml_directions)
     5000    0.001    0.000    0.001    0.000 layout.py:206(score)
     1000    0.001    0.000    0.176    0.000 layout.py:387(system_distance)
     1000    0.001    0.000    0.242    0.000 clef.py:34(line)
     7000    0.001    0.000    0.001    0.000 accidental.py:184(mode)
     1000    0.001    0.000    0.009    0.000 staff.py:131(get_previous_staff)
     1000    0.001    0.000    0.004    0.000 beat.py:464(<listcomp>)
     1000    0.001    0.000    0.039    0.000 clef.py:50(octave_change)
     1000    0.001    0.000    0.190    0.000 chord.py:364(add_child)
     1000    0.001    0.000    0.003    0.000 quarterduration.py:163(__gt__)
     2000    0.001    0.000    0.002    0.000 tree.py:204(get_root)
     1000    0.001    0.000    0.007    0.000 chord.py:452(get_parent_measure)
     1000    0.001    0.000    0.002    0.000 beat.py:269(<listcomp>)
     7000    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     2000    0.001    0.000    0.002    0.000 quarterduration.py:78(as_integer_ratio)
     3000    0.001    0.000    0.002    0.000 {built-in method builtins.next}
     1000    0.001    0.000    0.001    0.000 note.py:50(_check_xml_duration_value)
     1000    0.001    0.000    0.155    0.000 clef.py:65(sign)
     5000    0.001    0.000    0.001    0.000 note.py:202(parent_chord)
     5000    0.001    0.000    0.001    0.000 layout.py:288(orientation)
     1000    0.001    0.000    0.002    0.000 tree.py:261(remove_children)
     5000    0.001    0.000    0.001    0.000 accidental.py:240(show)
     1000    0.001    0.000    0.002    0.000 measure.py:41(<listcomp>)
     1000    0.001    0.000    0.175    0.000 layout.py:402(top_system_distance)
     1000    0.001    0.000    0.001    0.000 midi.py:94(<listcomp>)
     2000    0.001    0.000    0.001    0.000 quarterduration.py:23(numerator)
     2000    0.001    0.000    0.001    0.000 xmlchildcontainer.py:571(<listcomp>)
     5000    0.001    0.000    0.001    0.000 note.py:177(midi)
     6000    0.001    0.000    0.001    0.000 layout.py:128(parent)
     1000    0.001    0.000    0.002    0.000 contextlib.py:114(__enter__)
     5000    0.001    0.000    0.001    0.000 layout.py:317(size)
     1000    0.001    0.000    0.001    0.000 time.py:104(<listcomp>)
     4000    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     1000    0.001    0.000    0.008    0.000 note.py:277(get_parent_measure)
     1000    0.001    0.000    0.001    0.000 staff.py:62(xml_object)
     3000    0.001    0.000    0.001    0.000 measure.py:237(time)
     1000    0.001    0.000    0.002    0.000 measure.py:142(_update_voice_beats)
     5000    0.001    0.000    0.001    0.000 part.py:68(get_parents)
     1000    0.001    0.000    0.002    0.000 measure.py:75(<listcomp>)
     5000    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     1000    0.001    0.000    0.001    0.000 score.py:234(get_children)
     1000    0.001    0.000    0.006    0.000 chord.py:280(offset)
     2229    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
     2000    0.001    0.000    0.001    0.000 ElementTree.py:758(_get_writer)
     1000    0.001    0.000    0.006    0.000 time.py:93(show)
     1000    0.001    0.000    0.005    0.000 key.py:43(show)
     1000    0.001    0.000    0.002    0.000 beat.py:198(<listcomp>)
     1000    0.001    0.000    0.001    0.000 time.py:99(xml_object)
        1    0.001    0.001   30.740   30.740 <timeit-src>:2(inner)
     1000    0.001    0.000    0.517    0.001 accidental.py:222(parent_midi)
     4000    0.001    0.000    0.001    0.000 time.py:58(signatures)
     1000    0.001    0.000    0.001    0.000 time.py:27(<listcomp>)
     1000    0.001    0.000    0.001    0.000 score.py:184(title)
     1003    0.001    0.000    0.001    0.000 {built-in method fromkeys}
     1000    0.001    0.000    0.001    0.000 ElementTree.py:536(__init__)
     1000    0.001    0.000    0.002    0.000 chord.py:209(_update_notes_pitch_or_rest)
     1000    0.001    0.000    0.001    0.000 quarterduration.py:306(_check_quarter_duration_value)
     1000    0.001    0.000    0.001    0.000 part.py:135(_set_first_current_measure)
     3000    0.001    0.000    0.001    0.000 layout.py:116(left)
     3000    0.001    0.000    0.001    0.000 layout.py:145(right)
     3000    0.001    0.000    0.001    0.000 layout.py:157(top)
     2000    0.001    0.000    0.001    0.000 part.py:63(<listcomp>)
     3000    0.001    0.000    0.001    0.000 staff.py:28(clef)
     3000    0.001    0.000    0.001    0.000 part.py:93(part)
     1000    0.001    0.000    0.001    0.000 {built-in method math.lcm}
     3000    0.001    0.000    0.001    0.000 layout.py:104(bottom)
     1000    0.001    0.000    0.008    0.000 voice.py:44(leftover_chord)
     3000    0.001    0.000    0.001    0.000 xsdsimpletype.py:125(value)
     1000    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     1000    0.001    0.000    0.001    0.000 part.py:24(_check_value)
     2000    0.001    0.000    0.001    0.000 score.py:91(scaling)
     2000    0.001    0.000    0.001    0.000 {method 'close' of 'xml.etree.ElementTree.XMLParser' objects}
     2000    0.000    0.000    0.000    0.000 part.py:30(value)
     2000    0.000    0.000    0.000    0.000 layout.py:224(tenths)
     2000    0.000    0.000    0.000    0.000 midi.py:162(get_pitch_or_rest)
     2000    0.000    0.000    0.000    0.000 measure.py:210(key)
     1000    0.000    0.000    0.000    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
     2000    0.000    0.000    0.000    0.000 layout.py:188(millimeters)
     1000    0.000    0.000    0.000    0.000 score.py:137(subtitle)
     1000    0.000    0.000    0.000    0.000 measure.py:76(<listcomp>)
     1000    0.000    0.000    0.000    0.000 clef.py:69(show)
     1000    0.000    0.000    0.000    0.000 score.py:201(version)
     1000    0.000    0.000    0.000    0.000 score.py:154(system_layout)
     1000    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
     1000    0.000    0.000    0.000    0.000 key.py:36(show)
     1000    0.000    0.000    0.000    0.000 score.py:74(page_layout)
     1000    0.000    0.000    0.000    0.000 time.py:83(show)
     1000    0.000    0.000    0.000    0.000 voice.py:37(leftover_chord)
     1000    0.000    0.000    0.000    0.000 chord.py:102(<listcomp>)
     1000    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
     1000    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
     1000    0.000    0.000    0.000    0.000 chord.py:149(<listcomp>)
     1000    0.000    0.000    0.000    0.000 note.py:194(number_of_dots)
     1000    0.000    0.000    0.000    0.000 part.py:77(__del__)
     1034    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1000    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
     1000    0.000    0.000    0.000    0.000 chord.py:128(<listcomp>)
     1000    0.000    0.000    0.000    0.000 chord.py:151(<listcomp>)
     1000    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
     1000    0.000    0.000    0.000    0.000 chord.py:130(<listcomp>)
     1000    0.000    0.000    0.000    0.000 chord.py:104(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:493(_parse)
        4    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
    30/18    0.000    0.000    0.001    0.000 xsdattribute.py:95(get_xsd_attributes)
       30    0.000    0.000    0.000    0.000 xsdtree.py:45(_get_xsd_tree_class_name)
    39/30    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       50    0.000    0.000    0.000    0.000 xsdattribute.py:20(xsd_tree)
      141    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
       50    0.000    0.000    0.000    0.000 xsdattribute.py:8(__init__)
      2/1    0.000    0.000   31.964   31.964 {built-in method builtins.exec}
       24    0.000    0.000    0.000    0.000 xsdtree.py:249(get_simple_content_extension)
       20    0.000    0.000    0.000    0.000 xsdtree.py:178(get_complex_content)
      4/2    0.000    0.000    0.010    0.005 sre_compile.py:71(_compile)
      100    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       30    0.000    0.000    0.000    0.000 xsdtree.py:52(<listcomp>)
       30    0.000    0.000    0.000    0.000 xsdtree.py:155(xsd_element_class_name)
       60    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
        7    0.000    0.000    0.000    0.000 core.py:13(convert_to_xsd_class_name)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        2    0.000    0.000    0.013    0.007 sre_compile.py:759(compile)
        1    0.000    0.000   30.740   30.740 timeit.py:163(timeit)
        2    0.000    0.000    0.003    0.002 sre_compile.py:536(_compile_info)
      4/2    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
    39/30    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       17    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
       91    0.000    0.000    0.000    0.000 xsdattribute.py:16(xsd_tree)
       92    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 sre_parse.py:937(parse)
        1    0.000    0.000    0.000    0.000 timeit.py:101(__init__)
       20    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
        2    0.000    0.000    0.000    0.000 sre_parse.py:435(_parse_sub)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
        2    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        2    0.000    0.000    0.013    0.006 sre_compile.py:598(_code)
        2    0.000    0.000    0.000    0.000 enum.py:977(__and__)
        1    0.000    0.000   31.964   31.964 time_helloworld.py:17(time_hello)
        2    0.000    0.000    0.000    0.000 codecs.py:327(reset)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.000    0.000 enum.py:358(__call__)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000   30.740   30.740 timeit.py:230(timeit)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
        7    0.000    0.000    0.000    0.000 core.py:24(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:670(__new__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 timeit.py:79(reindent)
        2    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        4    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        3    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
        2    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        4    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 codecs.py:276(reset)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 <timeit-src>:2(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method gc.isenabled}
        1    0.000    0.000    0.000    0.000 {built-in method gc.enable}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method gc.disable}


