33.726771585
         60844953 function calls (53920799 primitive calls) in 34.593 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1000    0.007    0.000    0.389    0.000 score.py:219(add_child)
     1000    0.007    0.000    0.425    0.000 midi.py:34(_update_pitch_parameters)
     1000    0.007    0.000    0.034    0.000 beat.py:113(_add_child)
     1000    0.007    0.000    1.690    0.002 measure.py:33(_set_attributes)
     1000    0.007    0.000    0.007    0.000 {method 'getvalue' of '_io.StringIO' objects}
     1000    0.007    0.000    0.134    0.000 part.py:149(id_)
     1000    0.007    0.000    5.815    0.006 xmlelement.py:353(to_string)
     4000    0.006    0.000    0.035    0.000 voice.py:120(get_current_beat)
     1000    0.006    0.000    0.181    0.000 measure.py:44(_set_key)
6000/4000    0.006    0.000    0.311    0.000 core.py:253(get_voice)
    27000    0.006    0.000    0.006    0.000 {method 'index' of 'list' objects}
     2000    0.006    0.000    0.154    0.000 note.py:82(_update_xml_accidental)
     4000    0.006    0.000    0.030    0.000 beat.py:107(__init__)
     1000    0.006    0.000    0.082    0.000 staff.py:66(add_child)
     6000    0.006    0.000    0.116    0.000 quarterduration.py:278(__init__)
     4000    0.006    0.000    0.028    0.000 accidental.py:226(sign)
     1000    0.006    0.000    0.611    0.001 note.py:186(midi)
     2000    0.006    0.000    2.044    0.001 measure.py:335(add_voice)
    40000    0.006    0.000    0.006    0.000 xmlchildcontainer.py:356(chosen_child)
     1000    0.006    0.000    0.805    0.001 time.py:14(__init__)
     9000    0.006    0.000    0.008    0.000 xmlchildcontainer.py:360(chosen_child)
     1000    0.006    0.000    0.165    0.000 measure.py:198(update_divisions)
     2000    0.006    0.000    0.042    0.000 chord.py:293(quarter_duration)
     4000    0.006    0.000    0.009    0.000 voice.py:48(number)
     8000    0.005    0.000    0.024    0.000 numbers.py:49(__bool__)
     1000    0.005    0.000    0.177    0.000 voice.py:18(__init__)
     2000    0.005    0.000    1.042    0.001 note.py:210(quarter_duration)
     4000    0.005    0.000    0.408    0.000 voice.py:83(add_child)
     1000    0.005    0.000    0.163    0.000 measure.py:56(_set_time)
3000/1000    0.005    0.000    0.017    0.000 core.py:144(get_beats)
     1000    0.005    0.000    0.020    0.000 note.py:57(_set_quarter_duration)
     1000    0.005    0.000    0.755    0.001 clef.py:14(__init__)
     4000    0.005    0.000    0.023    0.000 quarterduration.py:175(__lt__)
     1000    0.005    0.000    0.011    0.000 time.py:26(_calculate_actual_signatures)
     1000    0.005    0.000    0.852    0.001 layout.py:274(_update)
     4000    0.005    0.000    0.031    0.000 beat.py:422(split_not_writable_chords)
     5000    0.005    0.000    0.009    0.000 xsdtree.py:201(translate_pattern)
     1000    0.005    0.000    0.082    0.000 beat.py:245(_update_note_tuplets_and_dots)
     1000    0.005    0.000    0.460    0.000 part.py:104(part)
     1000    0.005    0.000    0.952    0.001 chord.py:59(_set_midis)
     1000    0.005    0.000    0.174    0.000 accidental.py:159(__init__)
     1000    0.005    0.000    0.595    0.001 layout.py:174(__init__)
     1000    0.005    0.000    0.173    0.000 staff.py:20(__init__)
    12000    0.005    0.000    0.006    0.000 xmlchildcontainer.py:286(<listcomp>)
     2000    0.005    0.000    0.033    0.000 {built-in method builtins.sum}
     2000    0.005    0.000    0.208    0.000 part.py:59(add_parent)
    11000    0.005    0.000    0.012    0.000 core.py:113(quantize)
     1000    0.005    0.000    0.012    0.000 chord.py:145(_update_xml_lyrics)
     2000    0.005    0.000    0.014    0.000 accidental.py:175(xml_object)
     4000    0.005    0.000    0.007    0.000 part.py:141(id_)
     2000    0.005    0.000    0.104    0.000 voice.py:60(number)
     1000    0.004    0.000    0.165    0.000 chord.py:93(_update_xml_articulations)
     1000    0.004    0.000    0.025    0.000 beat.py:205(<listcomp>)
     4000    0.004    0.000    0.006    0.000 voice.py:68(xml_object)
     1000    0.004    0.000    0.420    0.000 time.py:70(signatures)
     1000    0.004    0.000    0.035    0.000 measure.py:360(get_divisions)
     1000    0.004    0.000    0.560    0.001 measure.py:100(_update_attributes)
     1000    0.004    0.000    0.927    0.001 midi.py:19(__init__)
     1000    0.004    0.000    0.009    0.000 beat.py:267(_get_actual_notes)
     3000    0.004    0.000    0.014    0.000 tree.py:95(previous)
     1000    0.004    0.000    0.777    0.001 measure.py:115(_update_default_clefs)
     2000    0.004    0.000    0.007    0.000 layout.py:242(millimeters_to_tenths)
     1000    0.004    0.000    1.246    0.001 note.py:143(_update_xml_voice)
  162/122    0.004    0.000    0.081    0.001 ElementPath.py:260(select)
     1000    0.004    0.000    0.093    0.000 part.py:175(name)
     1000    0.004    0.000    0.422    0.000 note.py:136(_update_xml_type)
     1000    0.004    0.000    0.005    0.000 contextlib.py:86(__init__)
    11000    0.004    0.000    0.004    0.000 ElementTree.py:1049(_escape_attrib)
     1000    0.004    0.000    0.871    0.001 key.py:14(__init__)
     1000    0.004    0.000    0.966    0.001 part.py:87(__init__)
     1000    0.004    0.000    0.396    0.000 layout.py:337(_set_page_height_and_width)
     1000    0.004    0.000    0.009    0.000 beat.py:457(beam_chord_group)
     1000    0.004    0.000    5.821    0.006 xmlwrapper.py:17(to_string)
     1000    0.004    0.000    0.135    0.000 part.py:194(add_child)
     4000    0.004    0.000    0.073    0.000 core.py:242(get_staff)
     1000    0.004    0.000   14.014    0.014 finalupdate_mixin.py:23(to_string)
     2000    0.004    0.000    0.088    0.000 accidental.py:248(show)
     5000    0.004    0.000    0.024    0.000 finalupdate_mixin.py:6(__init__)
     1000    0.004    0.000    0.151    0.000 chord.py:119(_update_xml_technicals)
     2000    0.004    0.000    0.145    0.000 note.py:259(update_xml_notations)
     2229    0.004    0.000    0.004    0.000 {method 'match' of 're.Pattern' objects}
     1000    0.004    0.000    0.064    0.000 measure.py:50(_set_staves)
     6000    0.004    0.000    0.004    0.000 xmlelement.py:289(<listcomp>)
     3000    0.004    0.000    0.010    0.000 measure.py:203(clefs)
